place_id,name,address,phone,latitude,longitude,rating,opening_hours
ChIJnWlpY4OpQjQReCYAV36ozGA,谷庄茶奶(普洱茶飲）,106台灣臺北市大安區金華街128號之七,0907 617 335,25.0299642,121.5275981,4.5,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00
ChIJ-6aN6lGpQjQR8cJQedhQgfk,蓋斯茶古亭站,100台灣臺北市中正區和平西路一段12-1號,02 2368 1869,25.0267455,121.5214851,4.8,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 11:30 – 20:00 | 星期日: 休息
ChIJNyZeI5upQjQRmjNcH9N6Z-w,玖仰Jiuyang-永康門市,106台灣臺北市大安區永康街9-1號,02 2358 1613,25.0329427,121.5299258,4.2,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00
ChIJ2QX7OUKpQjQRhEvhk_6fNPg,冇月冇日 冰萃茶茶飲專賣店,106台灣臺北市大安區麗水街9巷10號1樓,02 2322 3006,25.0304626,121.5292115,4.9,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00
ChIJjcd3uoOpQjQRCAXOYiTLqI4,50嵐 永康店,10650台灣臺北市大安區永康街14巷2號,02 2395 2000,25.0312691,121.52938,3.5,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00
ChIJr4nltcKpQjQRu1YVuKgV7ks,日日裝茶 - 中正南門店(線上訂購95折）,100台灣臺北市中正區羅斯福路一段24-1號,02 2726 5828,25.031576,121.5188369,3.7,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30
ChIJt1jYeIWpQjQRbqCnuoM02mc,天下佈武日月潭紅茶,106台灣臺北市大安區師大路50號1 樓,02 2366 1190,25.0246959,121.5282196,3.7,星期一: 08:00 – 23:55 | 星期二: 08:00 – 23:55 | 星期三: 08:00 – 23:55 | 星期四: 08:00 – 23:55 | 星期五: 08:00 – 23:55 | 星期六: 08:00 – 23:55 | 星期日: 08:00 – 23:55
ChIJVUEA1LupQjQRyHta-PK-sKQ,麻古茶坊台北古亭店,100台灣臺北市中正區羅斯福路二段142號1樓,02 2368 2768,25.0257629,121.522959,2.7,星期一: 10:30 – 22:00 | 星期二: 10:30 – 22:00 | 星期三: 10:30 – 22:00 | 星期四: 10:30 – 22:00 | 星期五: 10:30 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00
ChIJsYgvbtCrQjQRUPYEleNGgWA,麗采蝶茶館,106台灣台北市大安区信义路二段198巷40號1樓,02 2395 5060,25.0301992,121.5313022,4.5,星期一: 11:30 – 20:30 | 星期二: 11:30 – 20:30 | 星期三: 11:30 – 20:30 | 星期四: 11:30 – 20:30 | 星期五: 11:30 – 20:30 | 星期六: 11:30 – 20:00 | 星期日: 11:30 – 18:30
ChIJ0TANZoKpQjQRo5NEAdFj46w,喫茶趣ToGo(信義店),106台灣臺北市大安區信義路二段162號,02 2341 3075,25.0336381,121.529066,2.5,星期一: 10:30 – 21:00 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00
ChIJfVGWf5CpQjQR-SBl1YCCC3s,北極熊抱,100台灣臺北市中正區南昌路二段181號,02 2364 6272,25.0254174,121.522927,4.4,"星期一: 12:00 – 15:00, 17:30 – 21:30 | 星期二: 12:00 – 15:00, 17:30 – 21:30 | 星期三: 12:00 – 15:00, 17:30 – 21:30 | 星期四: 12:00 – 15:00, 17:30 – 21:30 | 星期五: 12:00 – 15:00, 17:30 – 21:30 | 星期六: 休息 | 星期日: 休息"
ChIJTQ12ytipQjQRVpDwV47FT1E,薈上飲,106台灣臺北市大安區龍泉街38號,02 2368 7788,25.0244297,121.5293407,4.2,星期一: 11:00 – 00:00 | 星期二: 11:00 – 00:00 | 星期三: 11:00 – 00:00 | 星期四: 11:00 – 00:00 | 星期五: 11:00 – 00:00 | 星期六: 11:00 – 00:00 | 星期日: 11:00 – 00:00
ChIJmYy2WX2pQjQRq1Jmh1lfEsI,牧方MooCubed x 師大,106台灣臺北市大安區師大路143號,02 2367 6711,25.0214322,121.5280517,3.9,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 23:00 | 星期四: 11:00 – 23:00 | 星期五: 11:00 – 23:00 | 星期六: 11:00 – 23:00 | 星期日: 11:00 – 22:00
ChIJQ_OhEIupQjQRaZOebBWucbE,50嵐 公館店,10091台灣臺北市中正區汀州路三段116-1號,02 2368 4599,25.0141682,121.5334028,3,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00
ChIJGSZSEbmpQjQRaeA4PyFdxRo,龜記茗品 公館店,10090台灣臺北市中正區汀州路三段174-1號,02 2366 0667,25.0131979,121.5346735,4,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00
ChIJjbLDiXOpQjQRags-iK7zOCk,大茗本位製茶堂-台北公館店,100台灣臺北市中正區汀州路三段158之1號,02 2367 3535,25.013489,121.534339,3.6,星期一: 10:30 – 22:00 | 星期二: 10:30 – 22:00 | 星期三: 10:30 – 22:00 | 星期四: 10:30 – 22:00 | 星期五: 10:30 – 22:00 | 星期六: 10:30 – 22:00 | 星期日: 10:30 – 22:00
ChIJpxbhBsupQjQR8v3U18_-sYg,泰讚了 thai like tea 公館店,100台灣臺北市中正區羅斯福路三段286巷18號,0989 777 696,25.0157723,121.5323869,4.3,星期一: 10:30 – 23:30 | 星期二: 10:30 – 23:30 | 星期三: 10:30 – 23:30 | 星期四: 10:30 – 23:30 | 星期五: 10:30 – 23:30 | 星期六: 10:30 – 23:30 | 星期日: 10:30 – 23:30
ChIJG6WUeLipQjQRgmJS_HxFV_I,得正#台北公館計劃,100台灣臺北市中正區羅斯福路三段316巷10-2號,02 2368 3130,25.0155973,121.5323792,4,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30
ChIJjZdHFgyrQjQRTZ2kEIXEOmY,茶山小_TEASSENTIAL（和平總店）,106台灣臺北市大安區和平東路三段123號,02 2732 2728,25.0246259,121.551729,4.8,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 12:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 11:00 – 21:00
ChIJN6jRyYqpQjQRhOJRE7PsNQ0,十杯 Spade Tea - 公館店,100台灣臺北市中正區汀州路三段277號,02 2369 0900,25.0123898,121.5354529,4.1,星期一: 11:00 – 23:00 | 星期二: 11:00 – 23:00 | 星期三: 11:00 – 23:00 | 星期四: 11:00 – 23:00 | 星期五: 11:00 – 23:00 | 星期六: 11:00 – 23:00 | 星期日: 11:00 – 23:00
ChIJFwrcSdKrQjQRinvEjPHl52g,50嵐 復興店,10664台灣臺北市大安區復興南路二段182號,02 2709 3698,25.0272958,121.5432742,3.3,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00
ChIJmXIR2y6qQjQRFHqZuDFx3nw,MTB米堤銀行｜鮮乳．茶（大安總行）創始店,106台灣臺北市大安區復興南路二段327號,02 2738 9238,25.0238137,121.5435645,4.8,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:30 – 18:00 | 星期日: 09:30 – 18:00
ChIJe9O8rxypQjQRIV0aNmcpn2s,烏弄原生茶飲(台北公館店),10091台灣臺北市中正區羅斯福路四段90巷2-1號,02 2367 6727,25.013848,121.534696,4,星期一: 11:00 – 22:30 | 星期二: 11:00 – 22:30 | 星期三: 11:00 – 22:30 | 星期四: 11:00 – 22:30 | 星期五: 11:00 – 22:30 | 星期六: 11:00 – 22:30 | 星期日: 11:00 – 22:30
ChIJ7Q3BnACpQjQRgrcBHuxYsug,進發家 台北公館店,100台灣臺北市中正區汀州路三段116號,02 2368 1550,25.014162,121.53339,4.1,星期一: 11:00 – 22:15 | 星期二: 11:00 – 22:15 | 星期三: 11:00 – 22:15 | 星期四: 11:00 – 22:15 | 星期五: 11:00 – 22:15 | 星期六: 11:00 – 22:30 | 星期日: 11:00 – 22:30
ChIJjctFSkGpQjQRyK0ZFNDKODA,迷客夏Milksha 臺北公館店,10090台灣臺北市中正區羅斯福路三段316巷10之2號1樓,02 2368 7707,25.0155688,121.5323069,3.6,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30
ChIJQVWymYupQjQR9l0jcfyF15I,巴伯Q奶 Bubble tea 黑糖珍珠牛奶專賣店,100台灣臺北市中正區羅斯福路三段316巷4號,0921 903 358,25.0159261,121.5327984,4.4,星期一: 15:30 – 23:00 | 星期二: 15:30 – 23:00 | 星期三: 15:30 – 23:00 | 星期四: 15:30 – 23:00 | 星期五: 15:30 – 23:00 | 星期六: 15:30 – 23:00 | 星期日: 15:30 – 23:00
ChIJD7OSliapQjQRWRmT3y_ypLc,清心福全公館店-珍珠奶茶手搖飲料專賣店,10090台灣臺北市中正區羅斯福路三段316巷1-6號,02 2368 2363,25.0158903,121.5325063,3.5,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業
ChIJe0kr_kypQjQRdxVzTIPZuks,go ba ! 自然.湉 台北公館店,100046台灣臺北市中正區羅斯福路三段316巷10號1樓,02 2365 2398,25.0155959,121.5323954,4.5,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00
ChIJEat10q-pQjQRrji2jzlzzQE,麻古茶坊台北公館店,100台灣臺北市中正區羅斯福路三段316巷5號,02 2367 2307,25.0156934,121.5322764,4,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00
ChIJK5Ev_7GpQjQRcBsq1a5FSNs,快樂檸檬HappyLemon 公館店,100台灣臺北市中正區羅斯福路四段24巷14號,02 2368 0618,25.0150088,121.5327284,4.5,星期一: 11:30 – 20:30 | 星期二: 11:30 – 20:30 | 星期三: 11:30 – 20:30 | 星期四: 11:30 – 20:30 | 星期五: 11:30 – 20:30 | 星期六: 11:30 – 20:30 | 星期日: 11:30 – 20:30
ChIJ68eigeCpQjQRE4Kc01kdfgQ,發發 公館牧場,100台灣臺北市中正區汀州路三段164號,02 2365 6618,25.0133798,121.534466,4.8,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00
ChIJK-K_cnKpQjQRXegvDNrnE-M,黛黛茶 DailyDae公館秀泰店,100台灣臺北市中正區羅斯福路四段136巷3號,02 2368 5950,25.0127214,121.535457,4.4,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 01:00 | 星期六: 10:00 – 01:00 | 星期日: 10:00 – 23:00
ChIJq06XaACrQjQRhDpGYiWsJDI,白杯子Y.CUP焙茶研所（師大分部店）/冷熱飲、飲料、茶飲、手搖杯專賣店,116台灣臺北市文山區羅斯福路五段88之2號1樓,02 2933 2285,25.0075972,121.5380191,4.7,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 10:30 – 20:30
ChIJp4RyVQCpQjQRpukvqbEFJ54,一沐日 公館羅斯福店,100台灣臺北市中正區羅斯福路四段16號,02 2367 5001,25.0157601,121.5329959,3.6,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00
ChIJMdlHJS-qQjQR5BfbVK3ZMKQ,tc shop,106台灣臺北市大安區和平東路二段118巷62號,02 2738 0886,25.0218452,121.5427998,4.5,星期一: 08:00 – 20:00 | 星期二: 08:00 – 20:00 | 星期三: 08:00 – 20:00 | 星期四: 08:00 – 20:00 | 星期五: 08:00 – 20:00 | 星期六: 休息 | 星期日: 08:00 – 20:00
ChIJnTWFtoSrQjQRqxjZdWBqnRg,珍珠窩復興店,106台灣臺北市大安區復興南路二段151巷43號,02 2701 1108,25.0284896,121.5455145,4.8,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 17:30 | 星期日: 休息
ChIJo6jEOKSrQjQRyhYHcW6J8yc,COMEBUY 科技大樓店,106台灣臺北市大安區和平東路二段118巷57號,02 2736 2606,25.0226297,121.542887,4.6,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30
ChIJ4YOKj26rQjQRnZNf5jgh2T4,茶曉伊 Tea Know YOU 茶飲專賣-科技大樓店,106034台灣臺北市大安區復興南路二段329號,02 2377 8885,25.0237825,121.5435626,4.8,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00
